Rank	Ragione sociale	Partita IVA	P.IVA valida	Codice fiscale	CCIAA	N. REA	Forma giuridica	Indirizzo sede legale	CAP	Comune	Prov.	Regione	Capitale sociale (€)	ATECO	Attività (ATECO)	Settore	Data iscrizione	Stato attività	Fatturato (€)	Anno bilancio	Dipendenti	PEC	VIES	Denominazione VIES	Indirizzo VIES	Fonte dati anagrafici	Fonte classifica
61	COOP ALLEANZA 3.0 SOCIETA' COOPERATIVA	03503411203	SI	03503411203	BO	524364	SOCIETA' COOPERATIVA	Via Villanova 29/7	40055	Castenaso	BO	Emilia-Romagna		47.11.2	Supermercati	Commercio	01/01/2016	Attiva	3928119100	2024			SI	COOP ALLEANZA 3.0 SOCIETA' COOPERATIVA	VIA VILLANOVA 29/7 40055 CASTENASO BO	https://www.aziende.it/coop-alleanza-3-0-societa-cooperativa	monitoraitalia.it
62	BANCA MONTE DEI PASCHI DI SIENA S.P.A.	01483500524	SI	00884060526		97869	SOCIETA' PER AZIONI	PIAZZA SALIMBENI 3	53100	SIENA	SI	Toscana	17978187186.85	64191		Finanza	23/08/1995		3882000000	2024			SI	GRUPPO IVA MPS	PIAZZA SALIMBENI N 3 53100 SIENA SI	https://www.aziende.it/banca-monte-dei-paschi-di-siena-s-p-a	monitoraitalia.it
63	ENIMOOV S.P.A.	02701740108	SI	02701740108		904784	SP (Società per Azioni)	Viale Giorgio Ribotta 51	00144	Roma	RM	Lazio	59944310	4681		Commercio	09/07/1999	Attiva	3860571500	2024			SI	ENIMOOV S.P.A.	VIA GIORGIO RIBOTTA 51 00144 ROMA RM	https://www.aziende.it/enimoov-s-p-a	monitoraitalia.it
64	SORGENIA S.P.A.	12874490159	SI	07756640012	MI	1594238	SOCIETA' PER AZIONI	Via Alessandro Algardi 4	20148	Milano	MI	Lombardia	150000000	35.15	Commercio di energia elettrica	Energia	09/07/1999	Attiva	3828757000	2024	411	sorgenia@legalmail.it	SI	SORGENIA S.P.A.	VIA ALESSANDRO ALGARDI 4 20148 MILANO MI	https://www.aziende.it/sorgenia-s-p-a	monitoraitalia.it
65	FINCANTIERI S.P.A.	00629440322	SI	00397130584	TS	89063	SOCIETA' PER AZIONI	Via Genova 1	34121	Trieste	TS	Friuli-Venezia Giulia	883722972	30.1	COSTRUZIONE DI NAVI E IMBARCAZIONI	Manifatturiero	01/01/1984	Attiva	3792580200	2024	9675	fincantieri@pec.fincantieri.it	SI	FINCANTIERI SPA	VIA GENOVA 1 34121 TRIESTE TS	https://www.aziende.it/fincantieri-s-p-a	monitoraitalia.it
66	Q8 QUASER S.R.L.	06543251000	SI	00295420632	RM	973923	Società a Responsabilità Limitata	Viale Dell'oceano Indiano 13	00144	Roma	RM	Lazio	18500000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica	31/03/2001	Attiva	3745215300	2024	86	q8quaserromasede@q8quaser.postecert.it	SI	Q8 QUASER SRL	VIALE DELL'OCEANO INDIANO 13 00144 ROMA RM	https://www.aziende.it/q8-quaser-s-r-l	monitoraitalia.it
67	BMW ITALIA S.P.A.	12532500159	SI	01934110154	MI	1403223	SOCIETA' PER AZIONI CON SOCIO UNICO	Via Della Unione Europea 1	20097	San Donato Milanese	MI	Lombardia	5300000	47.81.1	Commercio al dettaglio di automobili e autoveicoli leggeri	Manifatturiero	03/07/1973	Attiva	3649414000	2024	252	info.bmwitalia@bmwcert.it	SI	BMW ITALIA S.P.A.	VIA DELLA UNIONE EUROPEA 1 20097 SAN DONATO MILANESE MI	https://www.aziende.it/bmw-italia-spa	monitoraitalia.it
68	GS S.P.A.	12683790153	SI	00295960637	MI	1396833	SOCIETA' PER AZIONI	Via Bisceglie N 66	20152	Milano	MI	Lombardia	50000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	02/11/1998	Attiva	3633719300	2024	9565	gsspa@legalmail.it	NO			https://www.aziende.it/gs-spa	monitoraitalia.it
69	NEXI S.P.A.	10542790968	SI				SOCIETA' PER AZIONI	CORSO SEMPIONE 55	20149	MILANO	MI	Lombardia				Altri servizi			3514000000	2024			SI	GRUPPO NEXI	CORSO SEMPIONE 55 20149 MILANO MI	https://www.aziende.it/nexi-spa	monitoraitalia.it
70	DUFERCO ENERGIA S.P.A.	01016870329	SI	03544070174	GE	448318	SOCIETA' PER AZIONI	Via Imperiale Paolo 4	16126	Genova	GE	Liguria	30000000	35.15	Commercio di energia elettrica	Energia	01/03/2000	Attiva	3471060100	2024	377	as.dufercospa@pec.duferco.it	SI	DUFERCO ENERGIA S.P.A.	VIA IMPERIALE PAOLO 4 16126 GENOVA GE	https://www.aziende.it/duferco-energia-s-p-a	monitoraitalia.it
71	CHIESI FARMACEUTICI S.P.A.	01513360345	SI		PR	159271	Società per Azioni	Via Palermo 26/a	43122	Parma	PR	Emilia-Romagna	75000000	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Manifatturiero	26/09/1985	Attiva	3413250000	2024	2057	amministrazione@pec.chiesi.com	SI	CHIESI FARMACEUTICI S.P.A.	VIA PALERMO 26/A 43122 PARMA PR	https://www.aziende.it/chiesi-farmaceutici-s-p-a	monitoraitalia.it
72	GUCCIO GUCCI S.P.A.	04294710480	SI	03031300159	FI	438090	SOCIETA' PER AZIONI	Via Tornabuoni 73R	50123	Firenze	FI	Toscana	50000000	15.12	Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria	Manifatturiero	29/03/1991	Attiva	3378341400	2024	1512	gucciogucci@pec.gucci.com	SI	GUCCIO GUCCI S.P.A.	VIA TORNABUONI 73R 50123 FIRENZE FI	https://www.aziende.it/guccio-gucci-s-p-a	monitoraitalia.it
73	LUDOIL ENERGIA S.R.L.	07047491217	SI	07047491217	RM	1743714	Società a Responsabilità Limitata	Via Aurelia Nord 8	00053	Civitavecchia	RM	Lazio	20000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica	20/12/2011	Attiva	3362769100	2024	46	ludoilenergiasrl@pec.it	SI	LUDOIL ENERGIA SRL	VIA AURELIA NORD 8 00053 CIVITAVECCHIA RM	https://www.aziende.it/ludoil-energia-s-r-l	monitoraitalia.it
74	SPESA INTELLIGENTE S.P.A.	02416840235	SI	02416840235	VR	238008	Società per Azioni	Via Campalto 3/d	37036	San Martino Buon Albergo	VR	Veneto	5000000	47.11	Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande	Commercio	21/06/1993	Attiva	3328795300	2024	7789	spesaintelligente@pec.eurospin.com	SI	SPESA INTELLIGENTE SPA !!SPA	VIA CAMPALTO 3/D 37036 SAN MARTINO BUON ALBERGO VR	https://www.aziende.it/spesa-intelligente-s-p-a	monitoraitalia.it
75	TAMOIL ITALIA S.P.A.	00698550159	SI	00698550159	MI	425890	SOCIETA' PER AZIONI	Via Andrea Costa 17	20131	Milano	MI	Lombardia	165000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica		Attiva	3302143100	2024	248	tamoil.italia@pec.tamoil.it	SI	TAMOIL ITALIA S.P.A.	VIA ANDREA COSTA 17 20131 MILANO MI	https://www.aziende.it/tamoil-italia-s-p-a	monitoraitalia.it
76	MARCEGAGLIA CARBON STEEL S.P.A.	02466220205	SI	02466220205	MN	255216	SOCIETA' PER AZIONI	Via De' Bresciani 16	46040	Gazoldo degli Ippoliti	MN	Lombardia	396218598	24.20.2	Fabbricazione di tubi e condotti saldati e simili	Manifatturiero	01/11/2015	Attiva	3302069100	2024	1672	carbonsteel@pec.marcegaglia.com	SI	MARCEGAGLIA CARBON STEEL SPA	VIA BRESCIANI 16 46040 GAZOLDO DEGLI IPPOLITI MN	https://www.aziende.it/marcegaglia-carbon-steel-s-p-a	monitoraitalia.it
77	IREN MERCATO S.P.A.	01178580997	SI	01178580997		390320	SP (Società Per Azioni)	PIAZZETTA GIAMBATTISTA RAGGI 6	16137	GENOVA	GE	Liguria	61356220	3515 - Commercio di energia elettrica		Energia	01/03/2001	Attiva	3263757700	2024			NO			https://www.aziende.it/iren-mercato-s-p-a	monitoraitalia.it
78	MERCEDES-BENZ ITALIA S.P.A.	06325761002	SI	06325761002	RM	960386	SOCIETA' PER AZIONI	Via Giulio Vincenzo Bona 110	00156	Roma	RM	Lazio	38000000	46.71.1	Commercio all'ingrosso di automobili e autoveicoli leggeri	Manifatturiero	19/01/2001	Attiva	3230389200	2024	371	mercedesbenzitalia@legalmail.it	SI	MERCEDES-BENZ ITALIA S.P.A.	VIA GIULIO VINCENZO BONA 110 00156 ROMA RM	https://www.aziende.it/mercedes-benz-italia-s-p-a	monitoraitalia.it
79	FPT INDUSTRIAL S.P.A.	09397710014	SI				SOCIETA' PER AZIONI	VIA PUGLIA 15	10156	TORINO	TO	Piemonte				Manifatturiero			3172669700	2024			SI	FPT INDUSTRIAL SPA	VIA PUGLIA 15 10156 TORINO TO	https://www.aziende.it/fiat-powertrain-technologies-industrial-s-p-a	monitoraitalia.it
80	CONAD NORD OVEST SOCIETA' COOPERATIVA	01977130473	SI	01977130473	PT	195966	Società Cooperativa	Via Bure Vecchia Nord 10	51100	Pistoia	PT	Toscana	91808446	46.39.2	Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco	Commercio	01/10/2019	Attiva	3147949700	2024			SI	CONAD NORD OVEST SOCIETA' COOPERATIVA	VIA BURE VECCHIA NORD 10 51100 PISTOIA PT	https://www.aziende.it/conad-nord-ovest-societa-cooperativa	monitoraitalia.it
81	UNICOOP FIRENZE SC	00407780485	SI	00407780485		34781	SOCIETA' COOPERATIVA	VIA SANTA REPARATA 43	50129	FIRENZE	FI	Toscana	16336006	471102		Commercio	14/10/1988	Attiva	3133316800	2024			SI	UNICOOP FIRENZE S.C.	VIA SANTA REPARATA 43, 50129 FIRENZE FI	https://www.aziende.it/unicoop-firenze-sc	monitoraitalia.it
82	AUTOMOBILI LAMBORGHINI S.P.A.	00591801204	SI	03049840378	BO	259882	Società per Azioni	Via Modena 12	40019	Sant'Agata Bolognese	BO	Emilia-Romagna	130000000	29.1	FABBRICAZIONE DI AUTOVEICOLI	Manifatturiero	25/08/1980	Attiva	3097478900	2024	3049	automobililamborghini@legalmail.it	SI	AUTOMOBILI LAMBORGHINI SPA	VIA MODENA 12 40019 SANT'AGATA BOLOGNESE BO	https://www.aziende.it/automobili-lamborghini-s-p-a	monitoraitalia.it
83	ACCENTURE S.P.A.	13454210157	SI	13454210157		1652886	Società per Azioni	Via Privata Nino Bonnet 10	20154	Milano	MI	Lombardia	1843248.6	62.01	Produzione di software, consulenza informatica e attività connesse	Altri servizi	31/05/2001	Attivo	2997079000	2024			SI	ACCENTURE S.P.A.	VIA PRIVATA NINO BONNET 10 20154 MILANO MI	https://www.aziende.it/accenture-s-p-a	monitoraitalia.it
84	PRADA S.P.A.	10115350158	SI	10115350158	MI	1343952	Società Per Azioni	Via Antonio Fogazzaro 28	20135	Milano	MI	Lombardia	255882400	47.71	Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati	Manifatturiero	11/07/1990	Attiva	2976971000	2024	5921	pradaspa@pec.prada.com	SI	PRADA S.P.A.	VIA FOGAZZARO 28 20135 MILANO MI	https://www.aziende.it/prada-s-p-a	monitoraitalia.it
85	TERNA - RETE ELETTRICA NAZIONALE SOCIETA' PER AZIONI (IN FORMA ABBREVIATA TERNA S.P.A..)	05779661007	SI	05779661007		922416	SOCIETA' PER AZIONI	VIALE EGIDIO GALBANI 70	00156	ROMA	RM	Lazio	442198240	3513		Energia	01/10/1999	Attiva	2960604500	2024			SI	TERNA-RETE ELETTRICA NAZIONALE SOCIETA' PER AZIONI	VIALE E GALBANI 70 00156 ROMA RM	https://www.aziende.it/terna-s-p-a	monitoraitalia.it
86	SNAM RETE GAS S.P.A.	10238291008	SI	10238291008		1964271	SOCIETA' PER AZIONI CON SOCIO UNICO	VIA VEZZA D'OGLIO 6	20139	MILANO	MI	Lombardia	1200000000	49501		Energia	01/01/2012	Attiva	2934458000	2024			SI	SNAM RETE GAS S.P.A.	VIA VEZZA D'OGLIO 6 20139 MILANO MI	https://www.aziende.it/snam-rete-gas-s-p-a	monitoraitalia.it
87	ITALIA TRASPORTO AEREO S.P.A.	15907661001	SI	15907661001	RM	1622937	SOCIETA' PER AZIONI	Via Venti Settembre N 97	00187	Roma	RM	Lazio	792682926	51.10.1	Trasporto aereo di linea di passeggeri	Trasporti	21/12/2020	Attiva	2919767100	2024	5164	italiatrasportoaereo@legalmail.it	SI	ITALIA TRASPORTO AEREO S.P.A.	VIA VENTI SETTEMBRE N 97 00187 ROMA RM	https://www.aziende.it/italia-trasporto-aereo-s-p-a	monitoraitalia.it
88	ABB S.P.A.	11988960156	SI	00736410150	MI	1513225	SOCIETA' PER AZIONI	Via Vittor Pisani N 16	20124	Milano	MI	Lombardia	110000000	27.12	Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità	Manifatturiero	01/01/1999	Attiva	2903142200	2024	5499	abbspa@legalmail.it	SI	ABB S.P.A.	VIA VITTOR PISANI N 16 20124 MILANO MI	https://www.aziende.it/abb-s-p-a	monitoraitalia.it
89	RETE FERROVIARIA ITALIANA - SOCIETA' PER AZIONI IN SIGLA RFI S.P.A.	01008081000	SI	01585570581		758300	SOCIETA' PER AZIONI CON SOCIO UNICO	PIAZZA DELLA CROCE ROSSA 1	00161	ROMA	RM	Lazio	31536472466	49		Trasporti	10/09/1992	Attiva	2877373200	2024			SI	RETE FERROVIARIA ITALIANA - SOCIETA' PER AZIONI	PIAZZA DELLA CROCE ROSSA 1 00161 ROMA RM	https://www.aziende.it/rete-ferroviaria-italiana-spa	monitoraitalia.it
90	VERSALIS S.P.A.	01768800748	SI	03823300821	MI	1351279	SOCIETA' PER AZIONI	Piazza Boldrini 1	20097	San Donato Milanese	MI	Lombardia	300000000	20.14	Fabbricazione di altri prodotti chimici di base organici	Petrolchimica	18/03/1991	Attiva	2874562000	2024	3905	versalis@pec.versalis.eni.com	SI	VERSALIS S.P.A.	PIAZZA BOLDRINI 1 20097 SAN DONATO MILANESE MI	https://www.aziende.it/versalis-s-p-a	monitoraitalia.it
91	AGRICOLA TRE VALLI SOCIETA' COOPERATIVA	02447620234	SI	01631760236	VR	237732	SOCIETA' COOPERATIVA	Via Valpantena 18/g	37142	Verona	VR	Veneto	160650	10.12	Lavorazione e conservazione di carne di volatili	Manifatturiero	08/01/1993	Attiva	2844345700	2024			SI	AGRICOLA TRE VALLI SOCIETA' COOPERATIVA	VIA VALPANTENA 18/G 37142 VERONA VR	https://www.aziende.it/agricola-tre-valli-societa-cooperativa	monitoraitalia.it
92	STMICROELECTRONICS S.R.L.	00951900968	SI	09291380153	MB	1281765	SOCIETA' A RESPONSABILITA' LIMITATA	Via C Olivetti 2	20864	Agrate Brianza	MB	Lombardia	580000000	26.1	Fabbricazione di componenti elettronici e schede elettroniche	Manifatturiero	18/06/1988	Attiva	2842515800	2024	12852	st_srl@legalmail.it	SI	STMICROELECTRONICS S.R.L.	VIA C OLIVETTI 2 20864 AGRATE BRIANZA MB	https://www.aziende.it/stmicroelectronics-s-r-l	monitoraitalia.it
93	FASTWEB S.P.A.	12878470157	SI	12878470157	MI	1591912	SOCIETA' PER AZIONI	Piazza A Olivetti 1	20139	Milano	MI	Lombardia	41344209	61	TELECOMUNICAZIONI	Telecomunicazioni	01/12/2004	Attiva	2796960100	2024	3277	fastweb@pec.fastweb.it	SI	FASTWEB SPA	PIAZZA A OLIVETTI 1 20139 MILANO MI	https://www.aziende.it/fastweb-spa	monitoraitalia.it
94	MAXI DI S.R.L.	00542090238	SI	00542090238	VR	142404	Società a Responsabilità Limitata	Viale Del Lavoro 20	37050	Belfiore	VR	Veneto	10000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	25/03/1975	Attiva	2764577800	2024	7312	maxidi@legalmail.it	SI	MAXI DI SRL	VIALE DEL LAVORO 20 37050 BELFIORE VR	https://www.aziende.it/maxi-di-s-r-l	monitoraitalia.it
95	CNH INDUSTRIAL ITALIA S.P.A.	00370290363	SI	00370290363	MO	159447	SOCIETA' PER AZIONI	Lungo Stura Lazio 19	10156	Torino	TO	Piemonte	56225000	28.30.1	Fabbricazione di trattori agricoli	Manifatturiero	01/09/1974	Attiva	2752445500	2024	4590	cnh.italia@pec.cnhind.com	SI	CNH INDUSTRIAL ITALIA SPA	LUNGO STURA LAZIO 19 10156 TORINO TO	https://www.aziende.it/cnh-industrial-italia-s-p-a	monitoraitalia.it
96	ACCIAIERIA ARVEDI S.P.A.	11852670154	SI	00910070192	MI	1497770	SOCIETA' PER AZIONI	Viale Enrico Forlanini 23	20134	Milano	MI	Lombardia	112900000	24.1	SIDERURGIA	Metallurgia	30/12/2004	Attiva	2706877500	2024	2085	acciaieria-arvedi@pec.arvedi.it	SI	ACCIAIERIA ARVEDI S.P.A.	VIALE FORLANINI 23 20134 MILANO MI	https://www.aziende.it/acciaieria-arvedi-s-p-a	monitoraitalia.it
97	TOYOTA MOTOR ITALIA S.P.A.	03926291000	SI	03926291000	RM	713082	SOCIETA' PER AZIONI	Via Kiiciro Toyoda 2	00148	Roma	RM	Lazio	38958000	46.71.1	Commercio all'ingrosso di automobili e autoveicoli leggeri	Manifatturiero	25/03/1991	Attiva	2699773500	2024	214	toyotamotoritalia@legalmail.it	SI	TOYOTA MOTOR ITALIA S.P.A.	VIA KIICIRO TOYODA 2 00148 ROMA RM	https://www.aziende.it/toyota-motor-italia-s-p-a	monitoraitalia.it
98	CONAD SOCIETA' COOPERATIVA	03320960374	SI	00865960157			SOCIETA' COOPERATIVA	VIA MICHELINO 59	40127	BOLOGNA	BO	Emilia-Romagna				Commercio			2693227100	2024			SI	CONAD - CONSORZIO NAZIONALE DETTAGLIANTI - SOCIETA' COOPERAT!!CONAD	VIA MICHELINO 59 40127 BOLOGNA BO	https://www.aziende.it/conad-sc	monitoraitalia.it
99	AUTOTORINO S.P.A.	10024610155	SI	10024610155	MI	1336962	SOCIETA' PER AZIONI	Via Ansperto 7	20123	Milano	MI	Lombardia	11427000	47.81.1	Commercio al dettaglio di automobili e autoveicoli leggeri	Commercio	13/05/1991	Attiva	2676498000	2024	2367	autotorino@pec.it	SI	AUTOTORINO S.P.A.	VIA ANSPERTO 7 20123 MILANO MI	https://www.aziende.it/autotorino-s-p-a	monitoraitalia.it
100	UNIEURO S.P.A.	00876320409	SI	00876320409	FO	177115	Società per Azioni	Via Piero Maroncelli 10	47121	Forlì	FC	Emilia-Romagna	4206451	47.12.1	Commercio al dettaglio non specializzato con prevalenza di apparecchiature informatiche ed elettrodomestici	Commercio	15/05/1979	Attiva	2658621000	2024	5269	ufficiopaghe@pec.sgmdistribuzione.it	SI	UNIEURO S.P.A.	VIA PIERO MARONCELLI 10 47121 FORLI' FC	https://www.aziende.it/unieuro-s-p-a	monitoraitalia.it
101	HITACHI RAIL STS S.P.A.	01371160662	SI	01371160662	GE	421689	SOCIETA' PER AZIONI	Via Argine 425	80147	Napoli	NA	Campania	100000000	30.2	COSTRUZIONE DI LOCOMOTIVE E DI MATERIALE ROTABILE FERRO-TRANVIARIO	Manifatturiero	21/11/2005	Attiva	2640342400	2024	4622	hitachirailsts@legalmail.it	SI	HITACHI RAIL STS S.P.A.	VIA ARGINE 425 80147 NAPOLI NA	https://www.aziende.it/hitachi-rail-sts-s-p-a	monitoraitalia.it
102	BARILLA G. E R. FRATELLI S.P.A.	01654010345	SI	01654010345		169146	SOCIETA' PER AZIONI	VIA MANTOVA 166	43122	PARMA	PR	Emilia-Romagna	180639990	1073		Manifatturiero	01/01/1989	Attiva	2630757900	2024			SI	BARILLA G. E R. FRATELLI S.P.A	VIA MANTOVA 166 43122 PARMA PR	https://www.aziende.it/barilla-g-e-r-fratelli-spa	monitoraitalia.it
103	PHILIP MORRIS ITALIA S.R.L.	06657521008	SI	06657521008		981615	Società a Responsabilità Limitata	Via Po 11-13-15	00198	Roma	RM	Lazio	5000000	12	Industria del tabacco	Manifatturiero	01/09/2001	Attiva	2626115300	2024			SI	PHILIP MORRIS ITALIA S.R.L.	VIA PO 11-13-15 00198 ROMA RM	https://www.aziende.it/philip-morris-italia-s-r-l	monitoraitalia.it
104	FORD ITALIA S.P.A.	00894451004	SI	00443120589	RM	221081	SOCIETA' PER AZIONI	Via Del Serafico 89 Pal D	00142	Roma	RM	Lazio	250000	46.71.1	Commercio all'ingrosso di automobili e autoveicoli leggeri	Manifatturiero	20/02/2008	Attiva	2618629000	2024	146	ford@forditaliaspa.legalmail.it	SI	FORD ITALIA SPA	VIA DEL SERAFICO 89 PAL D 00142 ROMA RM	https://www.aziende.it/ford-italia-s-p-a	monitoraitalia.it
105	FIBERCOP S.P.A.	11459900962	SI	11459900962	MI	2604085	SOCIETA' PER AZIONI	Via Marco Aurelio 24	20127	Milano	MI	Lombardia	17835900	61.10.01	Attivita' di telecomunicazioni fisse	Telecomunicazioni	25/11/2020	Attiva	2577200200	2024	20503	fibercopspa@pec.fibercop.it	SI	FIBERCOP S.P.A.	VIA MARCO AURELIO 24 20127 MILANO MI	https://www.aziende.it/fibercop-s-p-a	monitoraitalia.it
106	RAI RADIOTELEVISIONE ITALIANA S.P.A.	06382641006	SI	06382641006	RM	964690	Società per Azioni	Via Alessandro Severo 246	00145	Roma	RM	Lazio	242518100	60.2	ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONI TELEVISIVE	Telecomunicazioni	01/12/2004	Attiva	2568338200	2024	12253	raispa@postacertificata.rai.it	SI	RAI RADIOTELEVISIONE ITALIANA S.P.A.	VIA ALESSANDRO SEVERO 246, 00145 ROMA RM	https://www.aziende.it/rai-radiotelevisione-italiana-s-p-a	monitoraitalia.it
107	GRIMALDI EUROMED S.P.A.	00278730825	SI	00278730825	PA	68647	Società per Azioni	Piazza Gentili Alberico 3	90143	Palermo	PA	Sicilia	120000000	50	Trasporto marittimo e per vie d'acqua	Trasporti	04/10/1973	Attiva	2531602400	2024	1360	grimaldieuromed@legalmail.it	SI	GRIMALDI EUROMED S.P.A.	PIAZZA GENTILI ALBERICO 3 90143 PALERMO PA	https://www.aziende.it/grimaldi-euromed-s-p-a	monitoraitalia.it
108	T.C.A. - TRATTAMENTI CENERI AUROARGENTIFERE - S.P.A.	00279290514	SI	00279290514	AR	66877	SOCIETA' PER AZIONI	Localita' Castelluccio 11	52010	Capolona	AR	Toscana	14000000	24.41	Produzione di metalli preziosi	Metallurgia	01/04/1979	Attiva	2494240800	2024	150	tcaspa@pec.tcaspa.com	SI	T.C.A. - TRATTAMENTI CENERI AUROARGENTIFERE - S.P.A.	LOCALITA' CASTELLUCCIO 11 52010 CAPOLONA AR	https://www.aziende.it/t-c-a-trattamenti-ceneri-auroargentifere	monitoraitalia.it
109	ASPIAG SERVICE S.R.L.	00882800212	SI	00882800212	BZ	94217	Società a Responsabilità Limitata	Via B Buozzi 30	39100	Bolzano	BZ	Trentino-Alto Adige	79320000	46.39	Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco	Commercio	17/05/1991	Attiva	2483761200	2024	9919	aspiag_service@pec.despar.it	SI	ASPIAG SERVICE SRL	VIA B BUOZZI 30 39100 BOLZANO .BOZEN. BZ	https://www.aziende.it/aspiag-service-s-r-l	monitoraitalia.it
110	IBM ITALIA S.P.A.	10914660153	SI	01442240030	MI	1416845	SOCIETA' PER AZIONI	Circonvallazione Idroscalo Snc	20054	Segrate	MI	Lombardia	247656998	62.1	Attivita' di programmazione informatica	Altri servizi	01/03/1993	Attiva	2474993000	2024	2313	ibmitaliaspa@pec.trustedmail.intesa.it	SI	IBM ITALIA S.P.A	CIRCONVALLAZIONE IDROSCALO SNC 20054 SEGRATE MI	https://www.aziende.it/ibm-italia-s-p-a	monitoraitalia.it
111	ADECCO ITALIA S.P.A.	13366030156	SI	13366030156		1642351	SOCIETA' PER AZIONI	VIA TOLMEZZO 15	20132	MILANO	MI	Lombardia	2976000	782		Altri servizi	28/05/2001	Attivo	2391180700	2024			NO			https://www.aziende.it/adecco-italia-spa	monitoraitalia.it
112	ACCIAI SPECIALI TERNI S.P.A.	00715760559	SI	11222300151	TR	71102	SOCIETA' PER AZIONI	Viale Benedetto Brin 218	05100	Terni	TR	Umbria	159682400	24.1	SIDERURGIA	Metallurgia	07/01/1997	Attiva	2386819700	2024	2287	societariopatrimoniale@pec.acciaiterni.info	SI	ACCIAI SPECIALI TERNI SPA	VIALE BENEDETTO BRIN 218, 05100 TERNI TR	https://www.aziende.it/acciai-speciali-terni-s-p-a	monitoraitalia.it
113	COOP CONSORZIO NORD OVEST SOC. CONSORTILE A R.L	04117520967	SI	04117520967		1727500	SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA	VIA ALDO MORO 1	20072	PIEVE EMANUELE	MI	Lombardia	6000000	4619		Commercio	24/11/2003	Attiva	2353154700	2024			SI	COOP CONSORZIO NORD OVEST SOC. CONSORTILE A R.L.	VIA ALDO MORO 1 20072 PIEVE EMANUELE MI	https://www.aziende.it/coop-consorzio-nord-ovest-sconsarl	monitoraitalia.it
114	ESPRINET S.P.A.	02999990969	SI	05091320159	MB	1158694	Società per Azioni	Via Energy Park 20	20871	Vimercate	MB	Lombardia	7860651	46.50.1	Commercio all'ingrosso di computer, unita' periferiche e software	Commercio	22/02/1984	Attiva	2315855100	2024	711	esprinet@legalmail.it	SI	ESPRINET S.P.A.	VIA ENERGY PARK 20 20871 VIMERCATE MB	https://www.aziende.it/esprinet-s-p-a	monitoraitalia.it
115	CALZEDONIA S.P.A.	02253210237	SI	01037050422	VR	205310	SOCIETA' PER AZIONI	Via Portici Umberto Primo 5/3	37018	Malcesine	VR	Veneto	212000000	46.42.1	Commercio all'ingrosso di abbigliamento e accessori	Manifatturiero	12/12/1986	Attiva	2314273800	2024	2837	amministrazione@pec.calzedonia.it	SI	CALZEDONIA S.P.A.	VIA PORTICI UMBERTO PRIMO 5/3 37018 MALCESINE VR	https://www.aziende.it/calzedonia-s-p-a	monitoraitalia.it
116	ITX ITALIA S.R.L.	11209550158	SI	11209550158	MI	1447159	Società a Responsabilità Limitata	Largo Corsia Dei Servi 3	20122	Milano	MI	Lombardia	198000000	47.71	Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati	Commercio	15/02/2002	Attiva	2301401100	2024	9851	itxitaliasrl@pec.it	SI	ITX ITALIA S.R.L.	LARGO CORSIA DEI SERVI 3, 20122 MILANO MI	https://www.aziende.it/itx-italia-s-r-l	monitoraitalia.it
117	COMIFAR DISTRIBUZIONE S.P.A.	10406510155	SI	00165110248	MI	1375859	SOCIETA' PER AZIONI	Via Fratelli Di Dio 2	20026	Novate Milanese	MI	Lombardia	35000000	46.46.1	Commercio all'ingrosso di medicinali	Commercio	16/04/1991	Attiva	2300661000	2024	1433	comifar.distribuzione@legalmail.it	SI	COMIFAR DISTRIBUZIONE SPA	VIA FRATELLI DI DIO 2, 20026 NOVATE MILANESE MI	https://www.aziende.it/comifar-distribuzione-s-p-a	monitoraitalia.it
118	SKY ITALIA S.R.L.	04619241005	SI		MI	1726765	SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO	Via Monte Penice 7	20138	Milano	MI	Lombardia	261507000	60.2	ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONI TELEVISIVE	Telecomunicazioni	22/11/2000	Attiva	2294774000	2024	2783	skyitalia@pec.skytv.it	SI	SKY ITALIA S.R.L.	VIA MONTE PENICE 7, 20138 MILANO MI	https://www.aziende.it/sky-italia-s-r-l	monitoraitalia.it
